variety_id,variety_slug,category,calories,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,vitamin_a_mcg_rae,vitamin_c_mg,vitamin_e_mg,vitamin_k_mcg,vitamin_b6_mg,folate_mcg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,zinc_mg,selenium_mcg,notable_compounds,fdc_id,data_source
272,blacktail-mountain-watermelon,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
273,galia-melon,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
274,collective-farm-woman-melon,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
275,jenny-lind-melon,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
276,ambrosia-cantaloupe,melon,34,0.84,0.19,8.16,0.9,7.86,169,36.7,0.05,2.5,0.072,21,9,0.21,12,15,267,0.18,0.4,,169092,USDA FoodData Central
277,crenshaw-melon,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
278,honeydew-melon,melon,,0.531,0.216,8.15,,,,15.7,,,,,6.58,0,9.5,11.7,209,0.06,,,2710816,USDA FoodData Central
279,tiger-baby-watermelon,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
280,moon-and-stars-watermelon,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
281,cantaloupe-athena,melon,34,0.84,0.19,8.16,0.9,7.86,169,36.7,0.05,2.5,0.072,21,9,0.21,12,15,267,0.18,0.4,,169092,USDA FoodData Central
282,jade-dew-honeydew,melon,,0.531,0.216,8.15,,,,15.7,,,,,6.58,0,9.5,11.7,209,0.06,,,2710816,USDA FoodData Central
283,charleston-gray-watermelon,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
284,boule-d-or-charentais,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
285,ali-baba-watermelon,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
286,black-beauty,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
287,japanese-long,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
288,ichiban,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
289,rosa-bianca,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
290,fairy-tale,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
291,ping-tung-long,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
292,little-fingers,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
293,listada-de-gandia,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
294,epic-f1,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
295,white-egg,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
296,classic,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
297,thai-long-green,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
298,patio-baby,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
299,casper,squash,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
300,millionaire,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
301,chinese-long,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
302,dusky-f1,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
303,bambino-f1,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
304,graffiti-f1,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
305,violette-di-firenze,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
306,cherry-roma,tomato,63,1.06,0.2,16,2.1,12.8,3,7,0.07,2.1,0.049,4,13,0.36,11,21,222,0.07,0,,171719,USDA FoodData Central
307,jet-star,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
308,chocolate-stripes,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
309,sun-gold,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
310,iron-lady,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
311,ace-55,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
312,juliet,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
313,paul-robeson,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
314,patio,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
315,matt-s-wild-cherry,tomato,63,1.06,0.2,16,2.1,12.8,3,7,0.07,2.1,0.049,4,13,0.36,11,21,222,0.07,0,,171719,USDA FoodData Central
316,determinate-cherry,tomato,63,1.06,0.2,16,2.1,12.8,3,7,0.07,2.1,0.049,4,13,0.36,11,21,222,0.07,0,,171719,USDA FoodData Central
317,heirloom-beefsteak-mix,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
318,container-choice-red,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
319,indigo-rose,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
320,phoenix,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
321,grape-tomato,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
322,german-johnson,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
323,determinate-roma,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
324,taxi,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
326,heirloom-black-cherry,tomato,63,1.06,0.2,16,2.1,12.8,3,7,0.07,2.1,0.049,4,13,0.36,11,21,222,0.07,0,,171719,USDA FoodData Central
327,campari,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
328,german-pink,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
329,arkansas-traveler,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
330,pineapple,tomato,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
331,roma-vf,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
332,chocolate-cherry,tomato,63,1.06,0.2,16,2.1,12.8,3,7,0.07,2.1,0.049,4,13,0.36,11,21,222,0.07,0,,171719,USDA FoodData Central
333,black-beauty,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
334,red-robin,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
335,striped-german,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
336,sweet-pepper-king-arthur,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
337,chipotle-morita,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
338,sweet-pepper-jimmy-nardello-s,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
339,hot-pepper-fresno,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
340,hot-pepper-aji-amarillo,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
341,bell-pepper-red-beauty,pepper,,0.715,0.106,4.78,0.942,,,99.5,,,0.247,22.2,7.5,0.186,9,16.8,163,0.126,0,,2258588,USDA FoodData Central
342,jalape-o-tam-mild-jalape-o,pepper,29,0.91,0.37,6.5,2.8,4.12,54,119,3.58,18.5,0.419,27,12,0.25,15,26,248,0.14,0.4,,168576,USDA FoodData Central
343,poblano-mulato-isleno,pepper,,1.43,0.191,5.14,2.07,,,128,,,0.309,26,8.37,0.117,10.7,22.4,192,0.128,,,2747662,USDA FoodData Central
344,habanero-chocolate-habanero,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
345,sweet-pepper-gypsy,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
346,sweet-pepper-carmen,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
347,jalape-o-mucho-nacho,pepper,29,0.91,0.37,6.5,2.8,4.12,54,119,3.58,18.5,0.419,27,12,0.25,15,26,248,0.14,0.4,,168576,USDA FoodData Central
348,scotch-bonnet-scotch-bonnet-orange,pepper,97,1.5,0.2,25,10.6,,21,136,0.25,,0.176,30,161,0.8,22,21,212,0.25,1,,169103,USDA FoodData Central
349,bell-pepper-purple-top,pepper,,0.715,0.106,4.78,0.942,,,99.5,,,0.247,22.2,7.5,0.186,9,16.8,163,0.126,0,,2258588,USDA FoodData Central
350,aji-dulce-venezuelan-sweet,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
351,trinidad-scorpion-butch-t,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
352,bell-pepper-gourmet-gold,pepper,,0.715,0.106,4.78,0.942,,,99.5,,,0.247,22.2,7.5,0.186,9,16.8,163,0.126,0,,2258588,USDA FoodData Central
353,peter-pepper,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
354,pepperoncini-golden-greek,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
355,cherry-bomb,pepper,63,1.06,0.2,16,2.1,12.8,3,7,0.07,2.1,0.049,4,13,0.36,11,21,222,0.07,0,,171719,USDA FoodData Central
356,bell-pepper-big-bertha,pepper,,0.715,0.106,4.78,0.942,,,99.5,,,0.247,22.2,7.5,0.186,9,16.8,163,0.126,0,,2258588,USDA FoodData Central
357,jalape-o-purple-jalape-o,pepper,29,0.91,0.37,6.5,2.8,4.12,54,119,3.58,18.5,0.419,27,12,0.25,15,26,248,0.14,0.4,,168576,USDA FoodData Central
358,sweet-pepper-mini-bell-mix,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
359,new-mexico-hatch-chile-sandia,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
360,hot-pepper-beaver-dam,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
361,butterhead-boston,lettuce,13,1.35,0.22,2.23,1.1,0.94,166,3.7,0.18,102,0.082,73,35,1.24,13,33,238,0.2,0.6,,168429,USDA FoodData Central
362,salad-bowl-green,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
363,paris-island-cos,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
364,red-salad-bowl,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
365,crisp-mint-romaine,lettuce,17,1.23,0.3,3.29,2.1,1.19,436,4,0.13,102,0.074,136,33,0.97,14,30,247,0.23,0.4,,169247,USDA FoodData Central
366,loose-leaf-green-grand-rapids,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
367,rouge-d-hiver,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
368,tom-thumb,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
369,nevada,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
370,jericho,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
371,lolla-rossa,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
372,deer-tongue,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
373,salanova-green-oakleaf,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
374,tropicana,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
375,australian-yellow-leaf,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
376,heirloom-marriage-cherokee-green,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
377,super-sweet-100,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
378,mortgage-lifter-pink,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
379,mountain-pride,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
380,black-cherry,tomato,63,1.06,0.2,16,2.1,12.8,3,7,0.07,2.1,0.049,4,13,0.36,11,21,222,0.07,0,,171719,USDA FoodData Central
382,sweet-100,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
383,hillbilly,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
384,big-boy,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
386,determinate-paste,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
387,tumbling-tom,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
388,garden-peach,tomato,42,0.91,0.27,10.1,1.5,,24,4.1,,3,0.025,6,4,0.34,8,22,122,0.23,2.1,,325430,USDA FoodData Central
389,valencia,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
390,fourth-of-july,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
392,marglobe,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
393,kellogg-s-breakfast,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
394,husky-gold,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
395,costoluto-genovese,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
396,burpee-s-big-boy,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
397,grape-tomato-red,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
398,homestead-24,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
400,oxheart,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
406,heirloom-marriage-genuwine,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
407,better-bush,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
408,lemon-drop,tomato,22,0.35,0.24,6.9,0.3,2.52,0,38.7,0.15,0,0.046,20,6,0.08,6,8,103,0.05,0.1,,167747,USDA FoodData Central
409,moskvich,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
410,carmello,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
412,brandywine-pink,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
413,determinate-patio,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
415,yellow-brandywine,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
416,burpee-s-big-girl,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
417,ace-56,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
418,wisconsin-55,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
419,sweet-million,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
420,german-red-strawberry,tomato,32,0.67,0.3,7.68,2,4.89,1,58.8,0.29,2.2,0.047,24,16,0.41,13,24,153,0.14,0.4,,167762,USDA FoodData Central
421,grape,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
422,atomic-grape,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
423,brandywine-red,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
425,moneymaker,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
426,tiny-tim,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
427,bell-pepper-golden-california-wonder,pepper,,0.715,0.106,4.78,0.942,,,99.5,,,0.247,22.2,7.5,0.186,9,16.8,163,0.126,0,,2258588,USDA FoodData Central
428,poblano-poblano-pepper,pepper,,1.43,0.191,5.14,2.07,,,128,,,0.309,26,8.37,0.117,10.7,22.4,192,0.128,,,2747662,USDA FoodData Central
429,hot-pepper-habanero-red,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
430,sweet-pepper-lipstick,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
431,hot-pepper-jalape-o-m,pepper,29,0.91,0.37,6.5,2.8,4.12,54,119,3.58,18.5,0.419,27,12,0.25,15,26,248,0.14,0.4,,168576,USDA FoodData Central
432,bell-pepper-yellow-bell,pepper,,0.715,0.106,4.78,0.942,,,99.5,,,0.247,22.2,7.5,0.186,9,16.8,163,0.126,0,,2258588,USDA FoodData Central
433,jalape-o-jalape-o-m,pepper,29,0.91,0.37,6.5,2.8,4.12,54,119,3.58,18.5,0.419,27,12,0.25,15,26,248,0.14,0.4,,168576,USDA FoodData Central
435,sweet-pepper-chocolate-beauty,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
437,bell-pepper-red-knight,pepper,,0.715,0.106,4.78,0.942,,,99.5,,,0.247,22.2,7.5,0.186,9,16.8,163,0.126,0,,2258588,USDA FoodData Central
438,jalape-o-numex-pi-ata,pepper,29,0.91,0.37,6.5,2.8,4.12,54,119,3.58,18.5,0.419,27,12,0.25,15,26,248,0.14,0.4,,168576,USDA FoodData Central
439,poblano-tiburon,pepper,,1.43,0.191,5.14,2.07,,,128,,,0.309,26,8.37,0.117,10.7,22.4,192,0.128,,,2747662,USDA FoodData Central
440,habanero-zavory,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
441,sweet-pepper-purple-flash,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
447,habanero-red-savina,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
448,bell-pepper-sweet-chocolate,pepper,,0.715,0.106,4.78,0.942,,,99.5,,,0.247,22.2,7.5,0.186,9,16.8,163,0.126,0,,2258588,USDA FoodData Central
449,jalape-o-fooled-you,pepper,29,0.91,0.37,6.5,2.8,4.12,54,119,3.58,18.5,0.419,27,12,0.25,15,26,248,0.14,0.4,,168576,USDA FoodData Central
