variety_id,variety_slug,category,calories,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,vitamin_a_mcg_rae,vitamin_c_mg,vitamin_e_mg,vitamin_k_mcg,vitamin_b6_mg,folate_mcg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,zinc_mg,selenium_mcg,notable_compounds,fdc_id,data_source
636,touchon-carrot,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
637,calabrese-broccoli,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
639,dwarf-blue-curled-kale,brassica,35,2.92,1.49,4.42,4.1,0.99,241,93.4,0.66,390,0.147,62,254,1.6,33,55,348,0.39,0.9,,168421,USDA FoodData Central
640,tokyo-bekana,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
642,dinosaur-kale,brassica,35,2.92,1.49,4.42,4.1,0.99,241,93.4,0.66,390,0.147,62,254,1.6,33,55,348,0.39,0.9,,168421,USDA FoodData Central
643,copenhagen-market-cabbage,brassica,25,1.28,0.1,5.8,2.5,3.2,5,36.6,0.15,76,0.124,43,40,0.47,12,26,170,0.18,0.3,,169975,USDA FoodData Central
645,waltham-29-broccoli,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
646,mizuna,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
647,burpee-hybrid-broccoli,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
648,winterbor-kale,brassica,35,2.92,1.49,4.42,4.1,0.99,241,93.4,0.66,390,0.147,62,254,1.6,33,55,348,0.39,0.9,,168421,USDA FoodData Central
649,early-flat-dutch-cabbage,brassica,25,1.28,0.1,5.8,2.5,3.2,5,36.6,0.15,76,0.124,43,40,0.47,12,26,170,0.18,0.3,,169975,USDA FoodData Central
650,purple-vienna-kohlrabi,brassica,27,1.7,0.1,6.2,3.6,2.6,2,62,0.48,0.1,0.15,16,24,0.4,19,46,350,0.03,0.7,,168424,USDA FoodData Central
651,champion-collards,brassica,32,3.02,0.61,5.42,4,0.46,251,35.3,2.26,437,0.165,129,232,0.47,27,25,213,0.21,1.3,,170406,USDA FoodData Central
652,contender-green-beans,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
653,bok-choy-joi-choi,brassica,,1.02,0.234,3.51,1.26,,,30.3,,,,68,61.9,0.439,13.6,30.5,228,0.274,,,2685572,USDA FoodData Central
654,red-giant-mustard,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
655,cabbage-stonehead,brassica,25,1.28,0.1,5.8,2.5,3.2,5,36.6,0.15,76,0.124,43,40,0.47,12,26,170,0.18,0.3,,169975,USDA FoodData Central
656,tatsoi,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
657,green-goliath-broccoli,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
658,red-acre-cabbage,brassica,25,1.28,0.1,5.8,2.5,3.2,5,36.6,0.15,76,0.124,43,40,0.47,12,26,170,0.18,0.3,,169975,USDA FoodData Central
659,vates-dwarf-blue-curled-kale,brassica,35,2.92,1.49,4.42,4.1,0.99,241,93.4,0.66,390,0.147,62,254,1.6,33,55,348,0.39,0.9,,168421,USDA FoodData Central
661,osaka-purple-mustard,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
662,purple-sprouting-broccoli-early-purple-sprouting,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
663,cabbage-red-express,brassica,25,1.28,0.1,5.8,2.5,3.2,5,36.6,0.15,76,0.124,43,40,0.47,12,26,170,0.18,0.3,,169975,USDA FoodData Central
664,kale-winterbor-f1,brassica,35,2.92,1.49,4.42,4.1,0.99,241,93.4,0.66,390,0.147,62,254,1.6,33,55,348,0.39,0.9,,168421,USDA FoodData Central
665,radish-daikon-miyashige,brassica,16,0.68,0.1,3.4,1.6,1.86,0,14.8,0,1.3,0.071,25,25,0.34,10,20,233,0.28,0.6,,169276,USDA FoodData Central
666,mustard-greens-southern-giant-curled,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
667,cress-microgreens,microgreen,69,1.5,0.1,17.6,5.3,8.55,5,54.1,,,,,8,1.61,24,47,304,0.31,,,167782,USDA FoodData Central
669,spinach-microgreens,microgreen,69,1.5,0.1,17.6,5.3,8.55,5,54.1,,,,,8,1.61,24,47,304,0.31,,,167782,USDA FoodData Central
670,lettuce-microgreens,microgreen,69,1.5,0.1,17.6,5.3,8.55,5,54.1,,,,,8,1.61,24,47,304,0.31,,,167782,USDA FoodData Central
671,carrot-microgreens,microgreen,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
672,red-clover-microgreens,microgreen,69,1.5,0.1,17.6,5.3,8.55,5,54.1,,,,,8,1.61,24,47,304,0.31,,,167782,USDA FoodData Central
673,cabbage-microgreens,microgreen,25,1.28,0.1,5.8,2.5,3.2,5,36.6,0.15,76,0.124,43,40,0.47,12,26,170,0.18,0.3,,169975,USDA FoodData Central
674,chives-microgreens,microgreen,30,3.27,0.73,4.35,2.5,1.85,218,58.1,0.21,213,0.138,105,92,1.6,42,58,296,0.56,0.9,,169994,USDA FoodData Central
675,buckwheat-microgreens,microgreen,69,1.5,0.1,17.6,5.3,8.55,5,54.1,,,,,8,1.61,24,47,304,0.31,,,167782,USDA FoodData Central
676,fennel-microgreens,microgreen,69,1.5,0.1,17.6,5.3,8.55,5,54.1,,,,,8,1.61,24,47,304,0.31,,,167782,USDA FoodData Central
677,mizuna-microgreens,microgreen,69,1.5,0.1,17.6,5.3,8.55,5,54.1,,,,,8,1.61,24,47,304,0.31,,,167782,USDA FoodData Central
678,corn-microgreens,microgreen,69,1.5,0.1,17.6,5.3,8.55,5,54.1,,,,,8,1.61,24,47,304,0.31,,,167782,USDA FoodData Central
679,dill-microgreens,microgreen,43,3.46,1.12,7.02,2.1,,386,85,,,0.185,150,208,6.59,55,66,738,0.91,,,172233,USDA FoodData Central
680,purple-radish-microgreens,microgreen,16,0.68,0.1,3.4,1.6,1.86,0,14.8,0,1.3,0.071,25,25,0.34,10,20,233,0.28,0.6,,169276,USDA FoodData Central
682,red-amaranth-microgreens,microgreen,69,1.5,0.1,17.6,5.3,8.55,5,54.1,,,,,8,1.61,24,47,304,0.31,,,167782,USDA FoodData Central
684,clover-microgreens,microgreen,69,1.5,0.1,17.6,5.3,8.55,5,54.1,,,,,8,1.61,24,47,304,0.31,,,167782,USDA FoodData Central
685,onion-microgreens,microgreen,40,1.1,0.1,9.34,1.7,4.24,0,7.4,0.02,0.4,0.12,19,23,0.21,10,29,146,0.17,0.5,,170000,USDA FoodData Central
686,celery-microgreens,microgreen,69,1.5,0.1,17.6,5.3,8.55,5,54.1,,,,,8,1.61,24,47,304,0.31,,,167782,USDA FoodData Central
687,ailsa-craig-sweet-onion,allium,40,1.1,0.1,9.34,1.7,4.24,0,7.4,0.02,0.4,0.12,19,23,0.21,10,29,146,0.17,0.5,,170000,USDA FoodData Central
688,red-burgundy-onion,allium,40,1.1,0.1,9.34,1.7,4.24,0,7.4,0.02,0.4,0.12,19,23,0.21,10,29,146,0.17,0.5,,170000,USDA FoodData Central
689,elephant-garlic,allium,143,6.62,0.38,28.2,2.7,,,10,,,,,,,,,,,9.8,,1104647,USDA FoodData Central
690,evergreen-white-bunching-onion,allium,40,1.1,0.1,9.34,1.7,4.24,0,7.4,0.02,0.4,0.12,19,23,0.21,10,29,146,0.17,0.5,,170000,USDA FoodData Central
691,purple-sensation-allium,allium,40,1.1,0.1,9.34,1.7,4.24,0,7.4,0.02,0.4,0.12,19,23,0.21,10,29,146,0.17,0.5,,170000,USDA FoodData Central
692,yellow-granex-onion,allium,40,1.1,0.1,9.34,1.7,4.24,0,7.4,0.02,0.4,0.12,19,23,0.21,10,29,146,0.17,0.5,,170000,USDA FoodData Central
693,copra-onion,allium,40,1.1,0.1,9.34,1.7,4.24,0,7.4,0.02,0.4,0.12,19,23,0.21,10,29,146,0.17,0.5,,170000,USDA FoodData Central
694,purple-de-lautrec-shallot,allium,72,2.5,0.1,16.8,3.2,7.87,0,8,0.04,0.8,0.345,34,37,1.2,21,60,334,0.4,1.2,,170499,USDA FoodData Central
695,spanish-roja-garlic,allium,143,6.62,0.38,28.2,2.7,,,10,,,,,,,,,,,9.8,,1104647,USDA FoodData Central
696,red-burgundy-shallot,allium,72,2.5,0.1,16.8,3.2,7.87,0,8,0.04,0.8,0.345,34,37,1.2,21,60,334,0.4,1.2,,170499,USDA FoodData Central
697,walla-walla-sweet-onion,allium,40,1.1,0.1,9.34,1.7,4.24,0,7.4,0.02,0.4,0.12,19,23,0.21,10,29,146,0.17,0.5,,170000,USDA FoodData Central
698,red-wing-storage-onion,allium,40,1.1,0.1,9.34,1.7,4.24,0,7.4,0.02,0.4,0.12,19,23,0.21,10,29,146,0.17,0.5,,170000,USDA FoodData Central
699,white-lisbon-bunching-onion,allium,40,1.1,0.1,9.34,1.7,4.24,0,7.4,0.02,0.4,0.12,19,23,0.21,10,29,146,0.17,0.5,,170000,USDA FoodData Central
700,common-chives,allium,30,3.27,0.73,4.35,2.5,1.85,218,58.1,0.21,213,0.138,105,92,1.6,42,58,296,0.56,0.9,,169994,USDA FoodData Central
701,inchelium-red-softneck-garlic,allium,143,6.62,0.38,28.2,2.7,,,10,,,,,,,,,,,9.8,,1104647,USDA FoodData Central
702,honey-and-cream,corn,86,3.22,1.18,19,2.7,3.22,0,6.8,0.07,0.3,0.055,46,2,0.52,37,89,270,0.45,0.6,,168538,USDA FoodData Central
703,silver-choice,corn,86,3.22,1.18,19,2.7,3.22,0,6.8,0.07,0.3,0.055,46,2,0.52,37,89,270,0.45,0.6,,168538,USDA FoodData Central
704,avalon,corn,86,3.22,1.18,19,2.7,3.22,0,6.8,0.07,0.3,0.055,46,2,0.52,37,89,270,0.45,0.6,,168538,USDA FoodData Central
705,reid-s-yellow-dent,corn,86,3.22,1.18,19,2.7,3.22,0,6.8,0.07,0.3,0.055,46,2,0.52,37,89,270,0.45,0.6,,168538,USDA FoodData Central
706,sugar-dots,corn,86,3.22,1.18,19,2.7,3.22,0,6.8,0.07,0.3,0.055,46,2,0.52,37,89,270,0.45,0.6,,168538,USDA FoodData Central
708,butter-and-sugar,corn,86,3.22,1.18,19,2.7,3.22,0,6.8,0.07,0.3,0.055,46,2,0.52,37,89,270,0.45,0.6,,168538,USDA FoodData Central
711,ashworth,corn,86,3.22,1.18,19,2.7,3.22,0,6.8,0.07,0.3,0.055,46,2,0.52,37,89,270,0.45,0.6,,168538,USDA FoodData Central
712,silver-and-gold,corn,86,3.22,1.18,19,2.7,3.22,0,6.8,0.07,0.3,0.055,46,2,0.52,37,89,270,0.45,0.6,,168538,USDA FoodData Central
713,kandy-korn,corn,86,3.22,1.18,19,2.7,3.22,0,6.8,0.07,0.3,0.055,46,2,0.52,37,89,270,0.45,0.6,,168538,USDA FoodData Central
714,luscious,corn,86,3.22,1.18,19,2.7,3.22,0,6.8,0.07,0.3,0.055,46,2,0.52,37,89,270,0.45,0.6,,168538,USDA FoodData Central
715,illini-xtra-sweet,corn,86,3.22,1.18,19,2.7,3.22,0,6.8,0.07,0.3,0.055,46,2,0.52,37,89,270,0.45,0.6,,168538,USDA FoodData Central
718,bluecrop-blueberry,berry,,0.703,0.306,14.6,,,,8.06,,,,,11.7,0.34,6.18,13,85.6,0.0853,,,2346411,USDA FoodData Central
719,anne-golden-raspberry,berry,,1.01,0.188,12.9,,,,23,,,,,16.4,0.45,19.2,27.5,156,0.221,,,2346410,USDA FoodData Central
720,ouachita-thornless-blackberry,berry,43,1.39,0.49,9.61,5.3,4.88,11,21,1.17,19.8,0.03,25,29,0.62,20,22,162,0.53,0.4,,173946,USDA FoodData Central
722,tifblue-rabbiteye-blueberry,berry,,0.703,0.306,14.6,,,,8.06,,,,,11.7,0.34,6.18,13,85.6,0.0853,,,2346411,USDA FoodData Central
724,black-pearl-ornamental-pepper,berry,57,0.36,0.14,15.2,3.1,9.75,1,4.3,0.12,4.4,0.029,7,9,0.18,7,12,116,0.1,0.1,,169118,USDA FoodData Central
725,fall-gold-everbearing-raspberry,berry,,1.01,0.188,12.9,,,,23,,,,,16.4,0.45,19.2,27.5,156,0.221,,,2346410,USDA FoodData Central
726,goji-berry-wolfberry,berry,32,0.67,0.3,7.68,2,4.89,1,58.8,0.29,2.2,0.047,24,16,0.41,13,24,153,0.14,0.4,,167762,USDA FoodData Central
727,legacy-blueberry,berry,,0.703,0.306,14.6,,,,8.06,,,,,11.7,0.34,6.18,13,85.6,0.0853,,,2346411,USDA FoodData Central
728,boyne-red-raspberry,berry,,1.01,0.188,12.9,,,,23,,,,,16.4,0.45,19.2,27.5,156,0.221,,,2346410,USDA FoodData Central
731,apache-thornless-blackberry,berry,43,1.39,0.49,9.61,5.3,4.88,11,21,1.17,19.8,0.03,25,29,0.62,20,22,162,0.53,0.4,,173946,USDA FoodData Central
732,blueray-blueberry,berry,,0.703,0.306,14.6,,,,8.06,,,,,11.7,0.34,6.18,13,85.6,0.0853,,,2346411,USDA FoodData Central
734,caroline-red-raspberry,berry,,1.01,0.188,12.9,,,,23,,,,,16.4,0.45,19.2,27.5,156,0.221,,,2346410,USDA FoodData Central
735,prime-ark-45-blackberry,berry,43,1.39,0.49,9.61,5.3,4.88,11,21,1.17,19.8,0.03,25,29,0.62,20,22,162,0.53,0.4,,173946,USDA FoodData Central
737,brightwell-rabbiteye-blueberry,berry,,0.703,0.306,14.6,,,,8.06,,,,,11.7,0.34,6.18,13,85.6,0.0853,,,2346411,USDA FoodData Central
739,royalty-purple-raspberry,berry,,1.01,0.188,12.9,,,,23,,,,,16.4,0.45,19.2,27.5,156,0.221,,,2346410,USDA FoodData Central
740,kiowa-thornless-blackberry,berry,43,1.39,0.49,9.61,5.3,4.88,11,21,1.17,19.8,0.03,25,29,0.62,20,22,162,0.53,0.4,,173946,USDA FoodData Central
743,saskatoon-berry-serviceberry,berry,32,0.67,0.3,7.68,2,4.89,1,58.8,0.29,2.2,0.047,24,16,0.41,13,24,153,0.14,0.4,,167762,USDA FoodData Central
744,aronia-berry-chokeberry,berry,32,0.67,0.3,7.68,2,4.89,1,58.8,0.29,2.2,0.047,24,16,0.41,13,24,153,0.14,0.4,,167762,USDA FoodData Central
745,lingonberry,berry,32,0.67,0.3,7.68,2,4.89,1,58.8,0.29,2.2,0.047,24,16,0.41,13,24,153,0.14,0.4,,167762,USDA FoodData Central
746,sea-buckthorn,berry,32,0.67,0.3,7.68,2,4.89,1,58.8,0.29,2.2,0.047,24,16,0.41,13,24,153,0.14,0.4,,167762,USDA FoodData Central
747,sugar-daddy,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
748,maestro,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
749,blue-podded-blauwschokker,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
750,super-sugar-snap,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
751,provider,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
752,sugar-baron,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
753,tall-telephone,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
754,knight,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
755,snowbird,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
756,mr-big,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
757,laxton-s-progress-no-1,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
758,survivor,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
759,tom-thumb,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
760,snap-pea-cascadia,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
761,purple-podded,pea,81,5.42,0.4,14.4,5.7,5.67,38,40,0.13,24.8,0.169,65,25,1.47,33,108,244,1.24,1.8,,170419,USDA FoodData Central
762,cantaloupe-burpee-hybrid,melon,34,0.84,0.19,8.16,0.9,7.86,169,36.7,0.05,2.5,0.072,21,9,0.21,12,15,267,0.18,0.4,,169092,USDA FoodData Central
763,casaba-golden-beauty,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
764,watermelon-picnic,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
765,sprite-melon,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
766,banana-melon,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
767,cantaloup-charentais,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
768,burpee-ambrosia-hybrid-cantaloupe,melon,34,0.84,0.19,8.16,0.9,7.86,169,36.7,0.05,2.5,0.072,21,9,0.21,12,15,267,0.18,0.4,,169092,USDA FoodData Central
769,hearts-of-gold-cantaloupe,melon,34,0.84,0.19,8.16,0.9,7.86,169,36.7,0.05,2.5,0.072,21,9,0.21,12,15,267,0.18,0.4,,169092,USDA FoodData Central
771,orange-honeydew-melon,melon,,0.531,0.216,8.15,,,,15.7,,,,,6.58,0,9.5,11.7,209,0.06,,,2710816,USDA FoodData Central
772,cantaloupe-minnesota-midget,melon,34,0.84,0.19,8.16,0.9,7.86,169,36.7,0.05,2.5,0.072,21,9,0.21,12,15,267,0.18,0.4,,169092,USDA FoodData Central
773,watermelon-crimson-sweet,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
774,cantaloupe-hales-best,melon,34,0.84,0.19,8.16,0.9,7.86,169,36.7,0.05,2.5,0.072,21,9,0.21,12,15,267,0.18,0.4,,169092,USDA FoodData Central
775,watermelon-charleston-gray,melon,30,0.61,0.15,7.55,0.4,6.2,28,8.1,0.05,0.1,0.045,3,7,0.24,10,11,112,0.1,0.4,,167765,USDA FoodData Central
777,burpee-hybrid-cantaloupe,melon,34,0.84,0.19,8.16,0.9,7.86,169,36.7,0.05,2.5,0.072,21,9,0.21,12,15,267,0.18,0.4,,169092,USDA FoodData Central
778,cantaloupe-iroquois,melon,34,0.84,0.19,8.16,0.9,7.86,169,36.7,0.05,2.5,0.072,21,9,0.21,12,15,267,0.18,0.4,,169092,USDA FoodData Central
779,orange-flesh-honeydew,melon,,0.531,0.216,8.15,,,,15.7,,,,,6.58,0,9.5,11.7,209,0.06,,,2710816,USDA FoodData Central
780,delicious-51-cantaloupe,melon,34,0.84,0.19,8.16,0.9,7.86,169,36.7,0.05,2.5,0.072,21,9,0.21,12,15,267,0.18,0.4,,169092,USDA FoodData Central
781,early-dew-honeydew,melon,,0.531,0.216,8.15,,,,15.7,,,,,6.58,0,9.5,11.7,209,0.06,,,2710816,USDA FoodData Central
782,japanese-long-purple,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
783,purple-top,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
784,slim-jim,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
785,turkish-orange,eggplant,97,1.5,0.2,25,10.6,,21,136,0.25,,0.176,30,161,0.8,22,21,212,0.25,1,,169103,USDA FoodData Central
786,calliope,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
787,japanese-purple-pickling,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
788,diamond-f1,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
789,hansel-f1,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
790,long-purple,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
791,beatrice-f1,eggplant,25,0.98,0.18,5.88,3,3.53,1,2.2,0.3,3.5,0.084,22,9,0.23,14,24,229,0.16,0.3,,169228,USDA FoodData Central
792,marketmore-76,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
793,boston-pickling,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
794,suyo-long,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
795,spacemaster-80,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
796,japanese-climbing,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
797,straight-eight,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
798,burpless-beauty,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
799,lemon-cucumber,cucumber,22,0.35,0.24,6.9,0.3,2.52,0,38.7,0.15,0,0.046,20,6,0.08,6,8,103,0.05,0.1,,167747,USDA FoodData Central
800,diva,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
801,national-pickling,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
802,beit-alpha,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
803,homemade-pickles,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
804,marketmore-80,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
805,poona-kheera,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
806,tasty-jade,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
807,armenian-cucumber,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
808,parisian-pickling-gherkin,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
809,muncher-cucumber,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
810,painted-serpent-cucumber,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
811,telegraph-improved,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
812,ashley-cucumber,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
813,palace-king-cucumber,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
814,picklebush-cucumber,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
815,tendergreen-burpless-cucumber,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
