variety_id,variety_slug,category,label,url,type
663,cabbage-red-express,brassica,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169975/nutrients,usda
664,kale-winterbor-f1,brassica,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168421/nutrients,usda
665,radish-daikon-miyashige,brassica,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169276/nutrients,usda
666,mustard-greens-southern-giant-curled,brassica,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/747447/nutrients,usda
667,cress-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167782/nutrients,usda
669,spinach-microgreens,microgreen,NC State Extension,https://plants.ces.ncsu.edu/plants/spinacia-oleracea/,extension
669,spinach-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167782/nutrients,usda
670,lettuce-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167782/nutrients,usda
671,carrot-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170393/nutrients,usda
672,red-clover-microgreens,microgreen,NC State Extension,https://plants.ces.ncsu.edu/plants/trifolium-pratense/,extension
672,red-clover-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167782/nutrients,usda
673,cabbage-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169975/nutrients,usda
674,chives-microgreens,microgreen,NC State Extension,https://plants.ces.ncsu.edu/plants/allium-schoenoprasum/,extension
674,chives-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169994/nutrients,usda
675,buckwheat-microgreens,microgreen,NC State Extension,https://plants.ces.ncsu.edu/plants/fagopyrum-esculentum/,extension
675,buckwheat-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167782/nutrients,usda
676,fennel-microgreens,microgreen,NC State Extension,https://plants.ces.ncsu.edu/plants/foeniculum-vulgare/,extension
676,fennel-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167782/nutrients,usda
677,mizuna-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167782/nutrients,usda
678,corn-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167782/nutrients,usda
679,dill-microgreens,microgreen,NC State Extension,https://plants.ces.ncsu.edu/plants/anethum-graveolens/,extension
679,dill-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/172233/nutrients,usda
680,purple-radish-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169276/nutrients,usda
682,red-amaranth-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167782/nutrients,usda
684,clover-microgreens,microgreen,NC State Extension,https://plants.ces.ncsu.edu/plants/trifolium-repens/,extension
684,clover-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167782/nutrients,usda
685,onion-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170000/nutrients,usda
686,celery-microgreens,microgreen,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167782/nutrients,usda
687,ailsa-craig-sweet-onion,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170000/nutrients,usda
688,red-burgundy-onion,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170000/nutrients,usda
689,elephant-garlic,allium,NC State Extension,https://plants.ces.ncsu.edu/plants/allium-ampeloprasum/,extension
689,elephant-garlic,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/1104647/nutrients,usda
690,evergreen-white-bunching-onion,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170000/nutrients,usda
691,purple-sensation-allium,allium,NC State Extension,https://plants.ces.ncsu.edu/plants/allium-giganteum/,extension
691,purple-sensation-allium,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170000/nutrients,usda
692,yellow-granex-onion,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170000/nutrients,usda
693,copra-onion,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170000/nutrients,usda
694,purple-de-lautrec-shallot,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170499/nutrients,usda
695,spanish-roja-garlic,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/1104647/nutrients,usda
696,red-burgundy-shallot,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170499/nutrients,usda
697,walla-walla-sweet-onion,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170000/nutrients,usda
698,red-wing-storage-onion,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170000/nutrients,usda
699,white-lisbon-bunching-onion,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170000/nutrients,usda
700,common-chives,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169994/nutrients,usda
701,inchelium-red-softneck-garlic,allium,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/1104647/nutrients,usda
702,honey-and-cream,corn,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168538/nutrients,usda
703,silver-choice,corn,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168538/nutrients,usda
704,avalon,corn,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168538/nutrients,usda
705,reid-s-yellow-dent,corn,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168538/nutrients,usda
706,sugar-dots,corn,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168538/nutrients,usda
708,butter-and-sugar,corn,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168538/nutrients,usda
711,ashworth,corn,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168538/nutrients,usda
712,silver-and-gold,corn,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168538/nutrients,usda
713,kandy-korn,corn,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168538/nutrients,usda
714,luscious,corn,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168538/nutrients,usda
715,illini-xtra-sweet,corn,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168538/nutrients,usda
718,bluecrop-blueberry,berry,NC State Extension,https://plants.ces.ncsu.edu/plants/vaccinium-corymbosum/,extension
718,bluecrop-blueberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2346411/nutrients,usda
719,anne-golden-raspberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2346410/nutrients,usda
720,ouachita-thornless-blackberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/173946/nutrients,usda
722,tifblue-rabbiteye-blueberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2346411/nutrients,usda
724,black-pearl-ornamental-pepper,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169118/nutrients,usda
725,fall-gold-everbearing-raspberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2346410/nutrients,usda
726,goji-berry-wolfberry,berry,NC State Extension,https://plants.ces.ncsu.edu/plants/lycium/,extension
726,goji-berry-wolfberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167762/nutrients,usda
727,legacy-blueberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2346411/nutrients,usda
728,boyne-red-raspberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2346410/nutrients,usda
731,apache-thornless-blackberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/173946/nutrients,usda
732,blueray-blueberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2346411/nutrients,usda
734,caroline-red-raspberry,berry,NC State Extension,https://plants.ces.ncsu.edu/plants/rubus-idaeus/,extension
734,caroline-red-raspberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2346410/nutrients,usda
735,prime-ark-45-blackberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/173946/nutrients,usda
737,brightwell-rabbiteye-blueberry,berry,NC State Extension,https://plants.ces.ncsu.edu/plants/vaccinium/,extension
737,brightwell-rabbiteye-blueberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2346411/nutrients,usda
739,royalty-purple-raspberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2346410/nutrients,usda
740,kiowa-thornless-blackberry,berry,NC State Extension,https://plants.ces.ncsu.edu/plants/rubus/,extension
740,kiowa-thornless-blackberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/173946/nutrients,usda
743,saskatoon-berry-serviceberry,berry,NC State Extension,https://plants.ces.ncsu.edu/plants/amelanchier-alnifolia/,extension
743,saskatoon-berry-serviceberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167762/nutrients,usda
744,aronia-berry-chokeberry,berry,NC State Extension,https://plants.ces.ncsu.edu/plants/aronia-melanocarpa/,extension
744,aronia-berry-chokeberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167762/nutrients,usda
745,lingonberry,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167762/nutrients,usda
746,sea-buckthorn,berry,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167762/nutrients,usda
747,sugar-daddy,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
748,maestro,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
749,blue-podded-blauwschokker,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
750,super-sugar-snap,pea,Johnny's Selected Seeds,https://www.johnnyseeds.com/vegetables/peas/snap-peas/super-sugar-snap-pea-seed-2855.html,breeder
750,super-sugar-snap,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
751,provider,pea,Johnny's Selected Seeds,https://www.johnnyseeds.com/vegetables/beans/bush-beans/provider-bean-seed-10.html,breeder
751,provider,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
752,sugar-baron,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
753,tall-telephone,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
754,knight,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
755,snowbird,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
756,mr-big,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
757,laxton-s-progress-no-1,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
758,survivor,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
759,tom-thumb,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
760,snap-pea-cascadia,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
761,purple-podded,pea,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/170419/nutrients,usda
762,cantaloupe-burpee-hybrid,melon,NC State Extension,https://plants.ces.ncsu.edu/plants/cucumis-melo/,extension
762,cantaloupe-burpee-hybrid,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169092/nutrients,usda
763,casaba-golden-beauty,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167765/nutrients,usda
764,watermelon-picnic,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167765/nutrients,usda
765,sprite-melon,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167765/nutrients,usda
766,banana-melon,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167765/nutrients,usda
767,cantaloup-charentais,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167765/nutrients,usda
768,burpee-ambrosia-hybrid-cantaloupe,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169092/nutrients,usda
769,hearts-of-gold-cantaloupe,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169092/nutrients,usda
771,orange-honeydew-melon,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2710816/nutrients,usda
772,cantaloupe-minnesota-midget,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169092/nutrients,usda
773,watermelon-crimson-sweet,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167765/nutrients,usda
774,cantaloupe-hales-best,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169092/nutrients,usda
775,watermelon-charleston-gray,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167765/nutrients,usda
777,burpee-hybrid-cantaloupe,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169092/nutrients,usda
778,cantaloupe-iroquois,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169092/nutrients,usda
779,orange-flesh-honeydew,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2710816/nutrients,usda
780,delicious-51-cantaloupe,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169092/nutrients,usda
781,early-dew-honeydew,melon,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/2710816/nutrients,usda
782,japanese-long-purple,eggplant,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169228/nutrients,usda
783,purple-top,eggplant,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169228/nutrients,usda
784,slim-jim,eggplant,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169228/nutrients,usda
785,turkish-orange,eggplant,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169103/nutrients,usda
786,calliope,eggplant,Johnny's Selected Seeds,https://www.johnnyseeds.com/vegetables/eggplant/asian-eggplants/calliope-f1-eggplant-seed-2433.html,breeder
786,calliope,eggplant,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169228/nutrients,usda
787,japanese-purple-pickling,eggplant,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169228/nutrients,usda
788,diamond-f1,eggplant,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169228/nutrients,usda
789,hansel-f1,eggplant,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169228/nutrients,usda
790,long-purple,eggplant,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169228/nutrients,usda
791,beatrice-f1,eggplant,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169228/nutrients,usda
792,marketmore-76,cucumber,Johnny's Selected Seeds,https://www.johnnyseeds.com/vegetables/cucumbers/slicing-cucumbers/marketmore-76-organic-cucumber-seed-336G.html,breeder
792,marketmore-76,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
793,boston-pickling,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
794,suyo-long,cucumber,Johnny's Selected Seeds,https://www.johnnyseeds.com/vegetables/cucumbers/specialty-cucumbers/suyo-long-organic-cucumber-seed-333G.html,breeder
794,suyo-long,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
795,spacemaster-80,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
796,japanese-climbing,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
797,straight-eight,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
798,burpless-beauty,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
799,lemon-cucumber,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/167747/nutrients,usda
800,diva,cucumber,Johnny's Selected Seeds,https://www.johnnyseeds.com/vegetables/cucumbers/seedless-and-thin-skinned-cucumbers/diva-cucumber-seed-2198.html,breeder
800,diva,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
801,national-pickling,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
802,beit-alpha,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
803,homemade-pickles,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
804,marketmore-80,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
805,poona-kheera,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
806,tasty-jade,cucumber,Johnny's Selected Seeds,https://www.johnnyseeds.com/vegetables/cucumbers/specialty-cucumbers/tasty-jade-f1-cucumber-seed-2323.html,breeder
806,tasty-jade,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
807,armenian-cucumber,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
808,parisian-pickling-gherkin,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
809,muncher-cucumber,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
810,painted-serpent-cucumber,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
811,telegraph-improved,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
812,ashley-cucumber,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
813,palace-king-cucumber,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
814,picklebush-cucumber,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
815,tendergreen-burpless-cucumber,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
816,crystal-apple-cucumber,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
817,kirby-cucumber,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
818,english-telegraph,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
819,mexican-sour-gherkin,cucumber,Johnny's Selected Seeds,https://www.johnnyseeds.com/vegetables/cucumbers/specialty-cucumbers/mexican-sour-gherkin-cucumber-seed-3174.html,breeder
819,mexican-sour-gherkin,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
820,salad-bush,cucumber,NC State Extension,https://plants.ces.ncsu.edu/plants/cucumis-sativus/,extension
820,salad-bush,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
821,chicago-pickling,cucumber,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169225/nutrients,usda
822,honeycrisp-apple,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
824,bartlett-pear,fruit-tree,NC State Extension,https://plants.ces.ncsu.edu/plants/pyrus-communis/,extension
824,bartlett-pear,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169118/nutrients,usda
825,bing-cherry,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/171719/nutrients,usda
826,brown-turkey-fig,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/173021/nutrients,usda
827,fuji-apple,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
829,red-haven-peach,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/325430/nutrients,usda
831,stella-cherry,fruit-tree,NC State Extension,https://plants.ces.ncsu.edu/plants/prunus-avium/,extension
831,stella-cherry,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/171719/nutrients,usda
832,gala-apple,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
834,red-delicious-apple,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
836,montmorency-sour-cherry,fruit-tree,NC State Extension,https://plants.ces.ncsu.edu/plants/prunus-cerasus/,extension
836,montmorency-sour-cherry,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/171719/nutrients,usda
837,granny-smith-apple,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
839,freestone-peach,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/325430/nutrients,usda
841,chicago-hardy-fig,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/173021/nutrients,usda
842,anna-apple,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
844,black-mission-fig,fruit-tree,NC State Extension,https://plants.ces.ncsu.edu/plants/ficus-carica/,extension
844,black-mission-fig,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/173021/nutrients,usda
845,burgundy-plum,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169949/nutrients,usda
848,wonderful-pomegranate,fruit-tree,NC State Extension,https://plants.ces.ncsu.edu/plants/punica-granatum/,extension
848,wonderful-pomegranate,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169134/nutrients,usda
850,stark-saturn-peach,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/325430/nutrients,usda
851,early-harvest-apple,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
852,golden-delicious-apple,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
853,elberta-peach,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/325430/nutrients,usda
854,italian-prune-plum,fruit-tree,NC State Extension,https://plants.ces.ncsu.edu/plants/prunus-domestica/,extension
854,italian-prune-plum,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169949/nutrients,usda
856,seckel-pear,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169118/nutrients,usda
857,dwarf-alberta-peach,fruit-tree,NC State Extension,https://plants.ces.ncsu.edu/plants/prunus-persica/,extension
857,dwarf-alberta-peach,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/325430/nutrients,usda
858,kieffer-pear,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169118/nutrients,usda
859,pink-lady-apple,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
860,santa-rosa-plum,fruit-tree,NC State Extension,https://plants.ces.ncsu.edu/plants/prunus-salicina/,extension
860,santa-rosa-plum,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169949/nutrients,usda
861,liberty-apple,fruit-tree,NC State Extension,https://plants.ces.ncsu.edu/plants/malus-domestica/,extension
861,liberty-apple,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
867,dwarf-red-delicious-apple,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
869,emerald-beaut-plum,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/169949/nutrients,usda
871,dorsett-golden-apple,fruit-tree,USDA FoodData Central,https://fdc.nal.usda.gov/food-details/168171/nutrients,usda
873,moonflower,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/ipomoea-alba/,extension
880,morning-glory-heavenly-blue,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/ipomoea-tricolor/,extension
884,impatiens-new-guinea-divine-mix,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/impatiens-hawkeri/,extension
886,salvia-victoria-blue,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/salvia-splendens/,extension
890,phlox-drummond-mix,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/phlox-drummondii/,extension
891,hollyhock-chater-s-double-mix,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/alcea-rosea/,extension
896,zinnia-profusion-red,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/zinnia/,extension
898,rudbeckia-goldstrum,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/rudbeckia-fulgida/,extension
901,bee-balm-jacob-cline,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/monarda-didyma/,extension
905,vinca-madagascar-mix,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/catharanthus-roseus/,extension
916,hibiscus-luna-red,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/hibiscus-moscheutos/,extension
917,gaillardia-grandiflora-arizona-sun,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/gaillardia/,extension
921,echinacea-purpurea-magnus,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/echinacea-purpurea/,extension
922,tulip-queen-of-night,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/tulipa/,extension
923,geranium-rozanne,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/geranium-rozanne/,extension
925,iris-bearded-immortality,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/iris/,extension
927,hydrangea-endless-summer,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/hydrangea-macrophylla/,extension
928,lily-stargazer-oriental,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/lilium/,extension
929,rose-david-austin-lady-of-shalott,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/rosa-lady-of-shalott/,extension
930,clematis-jackmanii,flower,NC State Extension,https://plants.ces.ncsu.edu/plants/clematis/,extension
935,pothos,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/epipremnum-aureum/,extension
936,zz-plant,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/zamioculcas-zamiifolia/,extension
937,rubber-tree,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/ficus-elastica/,extension
938,peace-lily,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/spathiphyllum/,extension
944,spider-plant,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/chlorophytum-comosum/,extension
946,boston-fern,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/nephrolepis-exaltata/,extension
947,monstera-adansonii,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/monstera-adansonii/,extension
949,pilea-peperomioides,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/pilea-peperomioides/,extension
950,alocasia-polly,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/alocasia/,extension
951,ficus-lyrata-bambino,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/ficus-lyrata/,extension
958,majesty-palm,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/ravenea-rivularis/,extension
960,hoya-carnosa,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/hoya-carnosa/,extension
961,calathea-rattlesnake,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/goeppertia-insignis/,extension
962,monstera-thai-constellation,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/monstera-deliciosa/,extension
964,hoya-pubicalyx,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/hoya-pubicalyx/,extension
965,anthurium-clarinervium,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/anthurium/,extension
967,dracaena-marginata,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/dracaena/,extension
968,philodendron-brasil,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/philodendron-hederaceum/,extension
970,hoya-kerrii,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/hoya-kerrii/,extension
971,ficus-benjamina,houseplant,NC State Extension,https://plants.ces.ncsu.edu/plants/ficus-benjamina/,extension
